数据范围,主题组合ID,矩阵行排序,主题,主题序号,组合内顺序,剧本数量,主题组合显示,主要核心主题,主要核心关系
全量,T020511,154,公案冤狱,5,2,1,政治权力 + 公案冤狱 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T020511,154,宗教祥瑞,11,3,1,政治权力 + 公案冤狱 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T020512,155,政治权力,2,1,1,政治权力 + 公案冤狱 + 文人世情,文人世情,审判与恩怨关系
全量,T020512,155,公案冤狱,5,2,1,政治权力 + 公案冤狱 + 文人世情,文人世情,审判与恩怨关系
全量,T020512,155,文人世情,12,3,1,政治权力 + 公案冤狱 + 文人世情,文人世情,审判与恩怨关系
全量,T020508,156,政治权力,2,1,1,政治权力 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T020508,156,公案冤狱,5,2,1,政治权力 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T020508,156,恩怨报偿,8,3,1,政治权力 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T020912,157,政治权力,2,1,1,政治权力 + 善恶转化 + 文人世情,文人世情,审判与恩怨关系
全量,T020912,157,善恶转化,9,2,1,政治权力 + 善恶转化 + 文人世情,文人世情,审判与恩怨关系
全量,T020912,157,文人世情,12,3,1,政治权力 + 善恶转化 + 文人世情,文人世情,审判与恩怨关系
全量,T030511,158,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 宗教祥瑞,宗教祥瑞,婚恋关系
全量,T030511,158,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 宗教祥瑞,宗教祥瑞,婚恋关系
全量,T030511,158,宗教祥瑞,11,3,1,婚恋姻缘 + 公案冤狱 + 宗教祥瑞,宗教祥瑞,婚恋关系
全量,T030506,159,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 除暴侠义,除暴侠义,婚恋关系
全量,T030506,159,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 除暴侠义,除暴侠义,婚恋关系
全量,T030506,159,除暴侠义,6,3,1,婚恋姻缘 + 公案冤狱 + 除暴侠义,除暴侠义,婚恋关系
全量,T030612,160,婚恋姻缘,3,1,1,婚恋姻缘 + 除暴侠义 + 文人世情,婚恋姻缘,婚恋关系
全量,T030612,160,除暴侠义,6,2,1,婚恋姻缘 + 除暴侠义 + 文人世情,婚恋姻缘,婚恋关系
全量,T030612,160,文人世情,12,3,1,婚恋姻缘 + 除暴侠义 + 文人世情,婚恋姻缘,婚恋关系
全量,T030607,161,婚恋姻缘,3,1,1,婚恋姻缘 + 除暴侠义 + 战争武略,除暴侠义,婚恋关系
全量,T030607,161,除暴侠义,6,2,1,婚恋姻缘 + 除暴侠义 + 战争武略,除暴侠义,婚恋关系
全量,T030607,161,战争武略,7,3,1,婚恋姻缘 + 除暴侠义 + 战争武略,除暴侠义,婚恋关系
全量,T030709,162,婚恋姻缘,3,1,1,婚恋姻缘 + 战争武略 + 善恶转化,战争武略,婚恋关系
全量,T030709,162,战争武略,7,2,1,婚恋姻缘 + 战争武略 + 善恶转化,战争武略,婚恋关系
全量,T030709,162,善恶转化,9,3,1,婚恋姻缘 + 战争武略 + 善恶转化,战争武略,婚恋关系
全量,T030812,163,婚恋姻缘,3,1,1,婚恋姻缘 + 恩怨报偿 + 文人世情,婚恋姻缘,婚恋关系
全量,T030812,163,恩怨报偿,8,2,1,婚恋姻缘 + 恩怨报偿 + 文人世情,婚恋姻缘,婚恋关系
全量,T030812,163,文人世情,12,3,1,婚恋姻缘 + 恩怨报偿 + 文人世情,婚恋姻缘,婚恋关系
全量,T030912,164,婚恋姻缘,3,1,1,婚恋姻缘 + 善恶转化 + 文人世情,文人世情,婚恋关系
全量,T030912,164,善恶转化,9,2,1,婚恋姻缘 + 善恶转化 + 文人世情,文人世情,婚恋关系
全量,T030912,164,文人世情,12,3,1,婚恋姻缘 + 善恶转化 + 文人世情,文人世情,婚恋关系
全量,T040508,165,家庭亲情,4,1,1,家庭亲情 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T040508,165,公案冤狱,5,2,1,家庭亲情 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T040508,165,恩怨报偿,8,3,1,家庭亲情 + 公案冤狱 + 恩怨报偿,公案冤狱,审判与恩怨关系
全量,T040610,166,家庭亲情,4,1,1,家庭亲情 + 除暴侠义 + 礼教品格,家庭亲情,亲属关系
全量,T040610,166,除暴侠义,6,2,1,家庭亲情 + 除暴侠义 + 礼教品格,家庭亲情,亲属关系
全量,T040610,166,礼教品格,10,3,1,家庭亲情 + 除暴侠义 + 礼教品格,家庭亲情,亲属关系
全量,T040611,167,家庭亲情,4,1,1,家庭亲情 + 除暴侠义 + 宗教祥瑞,家庭亲情,亲属关系
全量,T040611,167,除暴侠义,6,2,1,家庭亲情 + 除暴侠义 + 宗教祥瑞,家庭亲情,亲属关系
全量,T040611,167,宗教祥瑞,11,3,1,家庭亲情 + 除暴侠义 + 宗教祥瑞,家庭亲情,亲属关系
全量,T040612,168,家庭亲情,4,1,1,家庭亲情 + 除暴侠义 + 文人世情,文人世情,亲属关系
全量,T040612,168,除暴侠义,6,2,1,家庭亲情 + 除暴侠义 + 文人世情,文人世情,亲属关系
全量,T040612,168,文人世情,12,3,1,家庭亲情 + 除暴侠义 + 文人世情,文人世情,亲属关系
全量,T050607,169,公案冤狱,5,1,1,公案冤狱 + 除暴侠义 + 战争武略,除暴侠义,冲突关系
全量,T050607,169,除暴侠义,6,2,1,公案冤狱 + 除暴侠义 + 战争武略,除暴侠义,冲突关系
全量,T050607,169,战争武略,7,3,1,公案冤狱 + 除暴侠义 + 战争武略,除暴侠义,冲突关系
全量,T050911,170,公案冤狱,5,1,1,公案冤狱 + 善恶转化 + 宗教祥瑞,善恶转化,审判与恩怨关系
全量,T050911,170,善恶转化,9,2,1,公案冤狱 + 善恶转化 + 宗教祥瑞,善恶转化,审判与恩怨关系
全量,T050911,170,宗教祥瑞,11,3,1,公案冤狱 + 善恶转化 + 宗教祥瑞,善恶转化,审判与恩怨关系
全量,T060709,171,除暴侠义,6,1,1,除暴侠义 + 战争武略 + 善恶转化,战争武略,冲突关系
全量,T060709,171,战争武略,7,2,1,除暴侠义 + 战争武略 + 善恶转化,战争武略,冲突关系
全量,T060709,171,善恶转化,9,3,1,除暴侠义 + 战争武略 + 善恶转化,战争武略,冲突关系
全量,T060811,172,除暴侠义,6,1,1,除暴侠义 + 恩怨报偿 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T060811,172,恩怨报偿,8,2,1,除暴侠义 + 恩怨报偿 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T060811,172,宗教祥瑞,11,3,1,除暴侠义 + 恩怨报偿 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T070912,173,战争武略,7,1,1,战争武略 + 善恶转化 + 文人世情,战争武略,冲突关系
全量,T070912,173,善恶转化,9,2,1,战争武略 + 善恶转化 + 文人世情,战争武略,冲突关系
全量,T070912,173,文人世情,12,3,1,战争武略 + 善恶转化 + 文人世情,战争武略,冲突关系
全量,T081011,174,恩怨报偿,8,1,1,恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T081011,174,礼教品格,10,2,1,恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T081011,174,宗教祥瑞,11,3,1,恩怨报偿 + 礼教品格 + 宗教祥瑞,宗教祥瑞,冲突关系
全量,T01020310,175,忠义家国,1,1,1,忠义家国 + 政治权力 + 婚恋姻缘 + 礼教品格,政治权力,婚恋关系
全量,T01020310,175,政治权力,2,2,1,忠义家国 + 政治权力 + 婚恋姻缘 + 礼教品格,政治权力,婚恋关系
全量,T01020310,175,婚恋姻缘,3,3,1,忠义家国 + 政治权力 + 婚恋姻缘 + 礼教品格,政治权力,婚恋关系
全量,T01020310,175,礼教品格,10,4,1,忠义家国 + 政治权力 + 婚恋姻缘 + 礼教品格,政治权力,婚恋关系
全量,T01020304,176,忠义家国,1,1,1,忠义家国 + 政治权力 + 婚恋姻缘 + 家庭亲情,忠义家国,权力关系
全量,T01020304,176,政治权力,2,2,1,忠义家国 + 政治权力 + 婚恋姻缘 + 家庭亲情,忠义家国,权力关系
全量,T01020304,176,婚恋姻缘,3,3,1,忠义家国 + 政治权力 + 婚恋姻缘 + 家庭亲情,忠义家国,权力关系
全量,T01020304,176,家庭亲情,4,4,1,忠义家国 + 政治权力 + 婚恋姻缘 + 家庭亲情,忠义家国,权力关系
全量,T01020405,177,忠义家国,1,1,1,忠义家国 + 政治权力 + 家庭亲情 + 公案冤狱,忠义家国,亲属关系
全量,T01020405,177,政治权力,2,2,1,忠义家国 + 政治权力 + 家庭亲情 + 公案冤狱,忠义家国,亲属关系
全量,T01020405,177,家庭亲情,4,3,1,忠义家国 + 政治权力 + 家庭亲情 + 公案冤狱,忠义家国,亲属关系
全量,T01020405,177,公案冤狱,5,4,1,忠义家国 + 政治权力 + 家庭亲情 + 公案冤狱,忠义家国,亲属关系
全量,T01020512,178,忠义家国,1,1,1,忠义家国 + 政治权力 + 公案冤狱 + 文人世情,忠义家国,审判与恩怨关系
全量,T01020512,178,政治权力,2,2,1,忠义家国 + 政治权力 + 公案冤狱 + 文人世情,忠义家国,审判与恩怨关系
全量,T01020512,178,公案冤狱,5,3,1,忠义家国 + 政治权力 + 公案冤狱 + 文人世情,忠义家国,审判与恩怨关系
全量,T01020512,178,文人世情,12,4,1,忠义家国 + 政治权力 + 公案冤狱 + 文人世情,忠义家国,审判与恩怨关系
全量,T01020507,179,忠义家国,1,1,1,忠义家国 + 政治权力 + 公案冤狱 + 战争武略,忠义家国,权力关系
全量,T01020507,179,政治权力,2,2,1,忠义家国 + 政治权力 + 公案冤狱 + 战争武略,忠义家国,权力关系
全量,T01020507,179,公案冤狱,5,3,1,忠义家国 + 政治权力 + 公案冤狱 + 战争武略,忠义家国,权力关系
全量,T01020507,179,战争武略,7,4,1,忠义家国 + 政治权力 + 公案冤狱 + 战争武略,忠义家国,权力关系
全量,T01020612,180,忠义家国,1,1,1,忠义家国 + 政治权力 + 除暴侠义 + 文人世情,除暴侠义,权力关系
全量,T01020612,180,政治权力,2,2,1,忠义家国 + 政治权力 + 除暴侠义 + 文人世情,除暴侠义,权力关系
全量,T01020612,180,除暴侠义,6,3,1,忠义家国 + 政治权力 + 除暴侠义 + 文人世情,除暴侠义,权力关系
全量,T01020612,180,文人世情,12,4,1,忠义家国 + 政治权力 + 除暴侠义 + 文人世情,除暴侠义,权力关系
全量,T01020710,181,忠义家国,1,1,1,忠义家国 + 政治权力 + 战争武略 + 礼教品格,忠义家国,权力关系
全量,T01020710,181,政治权力,2,2,1,忠义家国 + 政治权力 + 战争武略 + 礼教品格,忠义家国,权力关系
全量,T01020710,181,战争武略,7,3,1,忠义家国 + 政治权力 + 战争武略 + 礼教品格,忠义家国,权力关系
全量,T01020710,181,礼教品格,10,4,1,忠义家国 + 政治权力 + 战争武略 + 礼教品格,忠义家国,权力关系
全量,T01020712,182,忠义家国,1,1,1,忠义家国 + 政治权力 + 战争武略 + 文人世情,政治权力,权力关系
全量,T01020712,182,政治权力,2,2,1,忠义家国 + 政治权力 + 战争武略 + 文人世情,政治权力,权力关系
全量,T01020712,182,战争武略,7,3,1,忠义家国 + 政治权力 + 战争武略 + 文人世情,政治权力,权力关系
全量,T01020712,182,文人世情,12,4,1,忠义家国 + 政治权力 + 战争武略 + 文人世情,政治权力,权力关系
全量,T01020709,183,忠义家国,1,1,1,忠义家国 + 政治权力 + 战争武略 + 善恶转化,善恶转化,冲突关系
全量,T01020709,183,政治权力,2,2,1,忠义家国 + 政治权力 + 战争武略 + 善恶转化,善恶转化,冲突关系
全量,T01020709,183,战争武略,7,3,1,忠义家国 + 政治权力 + 战争武略 + 善恶转化,善恶转化,冲突关系
全量,T01020709,183,善恶转化,9,4,1,忠义家国 + 政治权力 + 战争武略 + 善恶转化,善恶转化,冲突关系
全量,T01030407,184,忠义家国,1,1,1,忠义家国 + 婚恋姻缘 + 家庭亲情 + 战争武略,忠义家国,亲属关系
全量,T01030407,184,婚恋姻缘,3,2,1,忠义家国 + 婚恋姻缘 + 家庭亲情 + 战争武略,忠义家国,亲属关系
全量,T01030407,184,家庭亲情,4,3,1,忠义家国 + 婚恋姻缘 + 家庭亲情 + 战争武略,忠义家国,亲属关系
全量,T01030407,184,战争武略,7,4,1,忠义家国 + 婚恋姻缘 + 家庭亲情 + 战争武略,忠义家国,亲属关系
全量,T01030710,185,忠义家国,1,1,1,忠义家国 + 婚恋姻缘 + 战争武略 + 礼教品格,忠义家国,婚恋关系
全量,T01030710,185,婚恋姻缘,3,2,1,忠义家国 + 婚恋姻缘 + 战争武略 + 礼教品格,忠义家国,婚恋关系
全量,T01030710,185,战争武略,7,3,1,忠义家国 + 婚恋姻缘 + 战争武略 + 礼教品格,忠义家国,婚恋关系
全量,T01030710,185,礼教品格,10,4,1,忠义家国 + 婚恋姻缘 + 战争武略 + 礼教品格,忠义家国,婚恋关系
全量,T01041112,186,忠义家国,1,1,1,忠义家国 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T01041112,186,家庭亲情,4,2,1,忠义家国 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T01041112,186,宗教祥瑞,11,3,1,忠义家国 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T01041112,186,文人世情,12,4,1,忠义家国 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T01040708,187,忠义家国,1,1,1,忠义家国 + 家庭亲情 + 战争武略 + 恩怨报偿,战争武略,同盟关系
全量,T01040708,187,家庭亲情,4,2,1,忠义家国 + 家庭亲情 + 战争武略 + 恩怨报偿,战争武略,同盟关系
全量,T01040708,187,战争武略,7,3,1,忠义家国 + 家庭亲情 + 战争武略 + 恩怨报偿,战争武略,同盟关系
全量,T01040708,187,恩怨报偿,8,4,1,忠义家国 + 家庭亲情 + 战争武略 + 恩怨报偿,战争武略,同盟关系
全量,T01060708,188,忠义家国,1,1,1,忠义家国 + 除暴侠义 + 战争武略 + 恩怨报偿,除暴侠义,同盟关系
全量,T01060708,188,除暴侠义,6,2,1,忠义家国 + 除暴侠义 + 战争武略 + 恩怨报偿,除暴侠义,同盟关系
全量,T01060708,188,战争武略,7,3,1,忠义家国 + 除暴侠义 + 战争武略 + 恩怨报偿,除暴侠义,同盟关系
全量,T01060708,188,恩怨报偿,8,4,1,忠义家国 + 除暴侠义 + 战争武略 + 恩怨报偿,除暴侠义,同盟关系
全量,T01080910,189,忠义家国,1,1,1,忠义家国 + 恩怨报偿 + 善恶转化 + 礼教品格,恩怨报偿,审判与恩怨关系
全量,T01080910,189,恩怨报偿,8,2,1,忠义家国 + 恩怨报偿 + 善恶转化 + 礼教品格,恩怨报偿,审判与恩怨关系
全量,T01080910,189,善恶转化,9,3,1,忠义家国 + 恩怨报偿 + 善恶转化 + 礼教品格,恩怨报偿,审判与恩怨关系
全量,T01080910,189,礼教品格,10,4,1,忠义家国 + 恩怨报偿 + 善恶转化 + 礼教品格,恩怨报偿,审判与恩怨关系
全量,T02030710,190,政治权力,2,1,1,政治权力 + 婚恋姻缘 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T02030710,190,婚恋姻缘,3,2,1,政治权力 + 婚恋姻缘 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T02030710,190,战争武略,7,3,1,政治权力 + 婚恋姻缘 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T02030710,190,礼教品格,10,4,1,政治权力 + 婚恋姻缘 + 战争武略 + 礼教品格,婚恋姻缘,婚恋关系
全量,T02030708,191,政治权力,2,1,1,政治权力 + 婚恋姻缘 + 战争武略 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T02030708,191,婚恋姻缘,3,2,1,政治权力 + 婚恋姻缘 + 战争武略 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T02030708,191,战争武略,7,3,1,政治权力 + 婚恋姻缘 + 战争武略 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T02030708,191,恩怨报偿,8,4,1,政治权力 + 婚恋姻缘 + 战争武略 + 恩怨报偿,恩怨报偿,审判与恩怨关系
全量,T02041112,192,政治权力,2,1,1,政治权力 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T02041112,192,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T02041112,192,宗教祥瑞,11,3,1,政治权力 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T02041112,192,文人世情,12,4,1,政治权力 + 家庭亲情 + 宗教祥瑞 + 文人世情,家庭亲情,亲属关系
全量,T02040506,193,政治权力,2,1,1,政治权力 + 家庭亲情 + 公案冤狱 + 除暴侠义,除暴侠义,审判与恩怨关系
全量,T02040506,193,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 公案冤狱 + 除暴侠义,除暴侠义,审判与恩怨关系
全量,T02040506,193,公案冤狱,5,3,1,政治权力 + 家庭亲情 + 公案冤狱 + 除暴侠义,除暴侠义,审判与恩怨关系
全量,T02040506,193,除暴侠义,6,4,1,政治权力 + 家庭亲情 + 公案冤狱 + 除暴侠义,除暴侠义,审判与恩怨关系
全量,T02040509,194,政治权力,2,1,1,政治权力 + 家庭亲情 + 公案冤狱 + 善恶转化,公案冤狱,审判与恩怨关系
全量,T02040509,194,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 公案冤狱 + 善恶转化,公案冤狱,审判与恩怨关系
全量,T02040509,194,公案冤狱,5,3,1,政治权力 + 家庭亲情 + 公案冤狱 + 善恶转化,公案冤狱,审判与恩怨关系
全量,T02040509,194,善恶转化,9,4,1,政治权力 + 家庭亲情 + 公案冤狱 + 善恶转化,公案冤狱,审判与恩怨关系
全量,T02040711,195,政治权力,2,1,1,政治权力 + 家庭亲情 + 战争武略 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T02040711,195,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 战争武略 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T02040711,195,战争武略,7,3,1,政治权力 + 家庭亲情 + 战争武略 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T02040711,195,宗教祥瑞,11,4,1,政治权力 + 家庭亲情 + 战争武略 + 宗教祥瑞,宗教祥瑞,权力关系
全量,T02040809,196,政治权力,2,1,1,政治权力 + 家庭亲情 + 恩怨报偿 + 善恶转化,善恶转化,权力关系
全量,T02040809,196,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 恩怨报偿 + 善恶转化,善恶转化,权力关系
全量,T02040809,196,恩怨报偿,8,3,1,政治权力 + 家庭亲情 + 恩怨报偿 + 善恶转化,善恶转化,权力关系
全量,T02040809,196,善恶转化,9,4,1,政治权力 + 家庭亲情 + 恩怨报偿 + 善恶转化,善恶转化,权力关系
全量,T02040912,197,政治权力,2,1,1,政治权力 + 家庭亲情 + 善恶转化 + 文人世情,政治权力,权力关系
全量,T02040912,197,家庭亲情,4,2,1,政治权力 + 家庭亲情 + 善恶转化 + 文人世情,政治权力,权力关系
全量,T02040912,197,善恶转化,9,3,1,政治权力 + 家庭亲情 + 善恶转化 + 文人世情,政治权力,权力关系
全量,T02040912,197,文人世情,12,4,1,政治权力 + 家庭亲情 + 善恶转化 + 文人世情,政治权力,权力关系
全量,T02050712,198,政治权力,2,1,1,政治权力 + 公案冤狱 + 战争武略 + 文人世情,政治权力,权力关系
全量,T02050712,198,公案冤狱,5,2,1,政治权力 + 公案冤狱 + 战争武略 + 文人世情,政治权力,权力关系
全量,T02050712,198,战争武略,7,3,1,政治权力 + 公案冤狱 + 战争武略 + 文人世情,政治权力,权力关系
全量,T02050712,198,文人世情,12,4,1,政治权力 + 公案冤狱 + 战争武略 + 文人世情,政治权力,权力关系
全量,T02050709,199,政治权力,2,1,1,政治权力 + 公案冤狱 + 战争武略 + 善恶转化,政治权力,权力关系
全量,T02050709,199,公案冤狱,5,2,1,政治权力 + 公案冤狱 + 战争武略 + 善恶转化,政治权力,权力关系
全量,T02050709,199,战争武略,7,3,1,政治权力 + 公案冤狱 + 战争武略 + 善恶转化,政治权力,权力关系
全量,T02050709,199,善恶转化,9,4,1,政治权力 + 公案冤狱 + 战争武略 + 善恶转化,政治权力,权力关系
全量,T02060712,200,政治权力,2,1,1,政治权力 + 除暴侠义 + 战争武略 + 文人世情,战争武略,冲突关系
全量,T02060712,200,除暴侠义,6,2,1,政治权力 + 除暴侠义 + 战争武略 + 文人世情,战争武略,冲突关系
全量,T02060712,200,战争武略,7,3,1,政治权力 + 除暴侠义 + 战争武略 + 文人世情,战争武略,冲突关系
全量,T02060712,200,文人世情,12,4,1,政治权力 + 除暴侠义 + 战争武略 + 文人世情,战争武略,冲突关系
全量,T02070810,201,政治权力,2,1,1,政治权力 + 战争武略 + 恩怨报偿 + 礼教品格,恩怨报偿,权力关系
全量,T02070810,201,战争武略,7,2,1,政治权力 + 战争武略 + 恩怨报偿 + 礼教品格,恩怨报偿,权力关系
全量,T02070810,201,恩怨报偿,8,3,1,政治权力 + 战争武略 + 恩怨报偿 + 礼教品格,恩怨报偿,权力关系
全量,T02070810,201,礼教品格,10,4,1,政治权力 + 战争武略 + 恩怨报偿 + 礼教品格,恩怨报偿,权力关系
全量,T02081011,202,政治权力,2,1,1,政治权力 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,礼教品格,权力关系
全量,T02081011,202,恩怨报偿,8,2,1,政治权力 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,礼教品格,权力关系
全量,T02081011,202,礼教品格,10,3,1,政治权力 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,礼教品格,权力关系
全量,T02081011,202,宗教祥瑞,11,4,1,政治权力 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,礼教品格,权力关系
全量,T02080912,203,政治权力,2,1,1,政治权力 + 恩怨报偿 + 善恶转化 + 文人世情,善恶转化,权力关系
全量,T02080912,203,恩怨报偿,8,2,1,政治权力 + 恩怨报偿 + 善恶转化 + 文人世情,善恶转化,权力关系
全量,T02080912,203,善恶转化,9,3,1,政治权力 + 恩怨报偿 + 善恶转化 + 文人世情,善恶转化,权力关系
全量,T02080912,203,文人世情,12,4,1,政治权力 + 恩怨报偿 + 善恶转化 + 文人世情,善恶转化,权力关系
全量,T03041011,204,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 礼教品格 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03041011,204,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 礼教品格 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03041011,204,礼教品格,10,3,1,婚恋姻缘 + 家庭亲情 + 礼教品格 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03041011,204,宗教祥瑞,11,4,1,婚恋姻缘 + 家庭亲情 + 礼教品格 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040512,205,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 公案冤狱 + 文人世情,公案冤狱,审判与恩怨关系
全量,T03040512,205,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 公案冤狱 + 文人世情,公案冤狱,审判与恩怨关系
全量,T03040512,205,公案冤狱,5,3,1,婚恋姻缘 + 家庭亲情 + 公案冤狱 + 文人世情,公案冤狱,审判与恩怨关系
全量,T03040512,205,文人世情,12,4,1,婚恋姻缘 + 家庭亲情 + 公案冤狱 + 文人世情,公案冤狱,审判与恩怨关系
全量,T03040609,206,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 善恶转化,家庭亲情,亲属关系
全量,T03040609,206,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 善恶转化,家庭亲情,亲属关系
全量,T03040609,206,除暴侠义,6,3,1,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 善恶转化,家庭亲情,亲属关系
全量,T03040609,206,善恶转化,9,4,1,婚恋姻缘 + 家庭亲情 + 除暴侠义 + 善恶转化,家庭亲情,亲属关系
全量,T03040711,207,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040711,207,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040711,207,战争武略,7,3,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040711,207,宗教祥瑞,11,4,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040712,208,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 文人世情,文人世情,婚恋关系
全量,T03040712,208,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 文人世情,文人世情,婚恋关系
全量,T03040712,208,战争武略,7,3,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 文人世情,文人世情,婚恋关系
全量,T03040712,208,文人世情,12,4,1,婚恋姻缘 + 家庭亲情 + 战争武略 + 文人世情,文人世情,婚恋关系
全量,T03040811,209,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040811,209,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040811,209,恩怨报偿,8,3,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040811,209,宗教祥瑞,11,4,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 宗教祥瑞,家庭亲情,亲属关系
全量,T03040812,210,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 文人世情,文人世情,权力关系
全量,T03040812,210,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 文人世情,文人世情,权力关系
全量,T03040812,210,恩怨报偿,8,3,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 文人世情,文人世情,权力关系
全量,T03040812,210,文人世情,12,4,1,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 文人世情,文人世情,权力关系
全量,T03040912,211,婚恋姻缘,3,1,1,婚恋姻缘 + 家庭亲情 + 善恶转化 + 文人世情,婚恋姻缘,婚恋关系
全量,T03040912,211,家庭亲情,4,2,1,婚恋姻缘 + 家庭亲情 + 善恶转化 + 文人世情,婚恋姻缘,婚恋关系
全量,T03040912,211,善恶转化,9,3,1,婚恋姻缘 + 家庭亲情 + 善恶转化 + 文人世情,婚恋姻缘,婚恋关系
全量,T03040912,211,文人世情,12,4,1,婚恋姻缘 + 家庭亲情 + 善恶转化 + 文人世情,婚恋姻缘,婚恋关系
全量,T03050611,212,婚恋姻缘,3,1,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 宗教祥瑞,公案冤狱,审判与恩怨关系
全量,T03050611,212,公案冤狱,5,2,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 宗教祥瑞,公案冤狱,审判与恩怨关系
全量,T03050611,212,除暴侠义,6,3,1,婚恋姻缘 + 公案冤狱 + 除暴侠义 + 宗教祥瑞,公案冤狱,审判与恩怨关系
