数据范围,剧本ID,剧本名称,剧目类别,核心关系,核心主题,核心主题序号,次要主题集合,主题组合ID,主题组合,主题组合显示,主题数量,主题序号集合,x起点序号,x终点序号,网络密度,度中心化,内容量权重,主题证据词集合,主题_忠义家国,主题_政治权力,主题_婚恋姻缘,主题_家庭亲情,主题_公案冤狱,主题_除暴侠义,主题_战争武略,主题_恩怨报偿,主题_善恶转化,主题_礼教品格,主题_宗教祥瑞,主题_文人世情
全量,03002004,打刀,江湖戏,婚恋关系,婚恋姻缘,3,家庭亲情,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0.0,31.33,婚恋姻缘:夫妻、妻、关系先验:婚恋关系、类别先验:家庭戏、配,0,0,1,1,0,0,0,0,0,0,0,0
全量,03002005,一两漆,家庭戏,亲属关系,家庭亲情,4,礼教品格,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,1.0,0.0,24.86,家庭亲情:子、兄弟、儿、女、类别先验:家庭戏|礼教品格:礼、节、类别先验:家庭戏、关系先验:亲属关系、骂,0,0,0,1,0,0,0,0,0,1,0,0
全量,03003001,双尽忠,历史戏,权力关系,忠义家国,1,政治权力,T0102,忠义家国|政治权力,忠义家国 + 政治权力,2,1|2,1,2,1.0,0.0,49.87,忠义家国:尽忠、忠、忠臣、救国、保国|政治权力:王、金殿、天子、朝、宫|公案冤狱:法场、关系先验:权力关系、冤、状,1,1,0,0,0,0,0,0,0,0,0,0
全量,03003002,李广催贡,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0,0,25.38,政治权力:封侯、王、朝、臣、君臣|战争武略:将、类别先验:历史戏、关系先验:冲突关系、兵、大战,0,1,0,0,0,0,1,0,0,0,0,0
全量,03003003,庆阳图,历史戏,权力关系,政治权力,2,家庭亲情|战争武略,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,0.933333,0.1,33.49,政治权力:王、金殿、朝、关系先验:权力关系、宫|家庭亲情:父、关系先验:亲属关系、儿、父子、母子|战争武略:将、征战、类别先验:历史戏、战、关系先验:冲突关系,0,1,0,1,0,0,1,0,0,0,0,0
全量,03003004,锁五龙,历史戏,同盟关系,战争武略,7,忠义家国|政治权力,T010207,忠义家国|政治权力|战争武略,忠义家国 + 政治权力 + 战争武略,3,1|2|7,1,7,1.0,0.0,24.16,忠义家国:义、类别先验:历史戏、关系先验:同盟关系|政治权力:王、类别先验:历史戏、关系先验:同盟关系、朝、臣|战争武略:将、类别先验:历史戏、将军、关系先验:冲突关系、关系先验:同盟关系,1,1,0,0,0,0,1,0,0,0,0,0
全量,03003005,黑风帕,神怪戏,婚恋关系,战争武略,7,婚恋姻缘|家庭亲情,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,0.733333,0.4,30.09,婚恋姻缘:夫妇、妻、夫人、夫妻|战争武略:阵、将、关、军、类别先验:历史戏,0,0,1,1,0,0,1,0,0,0,0,0
全量,03004001,别宫祭江,历史戏,婚恋关系,恩怨报偿,8,婚恋姻缘|战争武略,T030708,婚恋姻缘|战争武略|恩怨报偿,婚恋姻缘 + 战争武略 + 恩怨报偿,3,3|7|8,3,8,1.0,0,23.2,婚恋姻缘:夫妻、妻、姻缘、关系先验:婚恋关系、鸳鸯|恩怨报偿:祭江、祭、报仇、恨、关系先验:亲属关系,0,0,1,0,0,0,1,1,0,0,0,0
全量,03004002,胭脂虎,历史戏,亲属关系,战争武略,7,政治权力|家庭亲情|礼教品格,T02040710,政治权力|家庭亲情|战争武略|礼教品格,政治权力 + 家庭亲情 + 战争武略 + 礼教品格,4,2|4|7|10,2,10,1.0,0.0,40.02,政治权力:王、朝廷、天子、关系先验:权力关系、类别先验:历史戏|家庭亲情:母、母亲、子、女、父母|战争武略:将、将军、军、城、类别先验:历史戏|礼教品格:节、贞、教、守节、尽孝,0,1,0,1,0,0,1,0,0,1,0,0
全量,03004003,官庄堡,公案戏,权力关系,善恶转化,9,政治权力|家庭亲情|恩怨报偿,T02040809,政治权力|家庭亲情|恩怨报偿|善恶转化,政治权力 + 家庭亲情 + 恩怨报偿 + 善恶转化,4,2|4|8|9,2,9,0.933333,0.1,48.07,政治权力:官、天子、朝廷、圣旨、关系先验:权力关系|婚恋姻缘:妻、夫人、小姐、关系先验:婚恋关系、成亲|家庭亲情:兄弟、女、母亲、父母、母|善恶转化:赦免、善、投、归、恶,0,1,0,1,0,0,0,1,1,0,0,0
全量,03004004,南天门,公案戏,婚恋关系,婚恋姻缘,3,家庭亲情|礼教品格,T030410,婚恋姻缘|家庭亲情|礼教品格,婚恋姻缘 + 家庭亲情 + 礼教品格,3,3|4|10,3,10,0.7,0.5,31.42,婚恋姻缘:小姐、关系先验:婚恋关系、类别先验:家庭戏、钗、夫人|家庭亲情:类别先验:家庭戏、子、关系先验:亲属关系、父、母|礼教品格:节、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系、孝,0,0,1,1,0,0,0,0,0,1,0,0
全量,03005001,合欢图,历史戏,婚恋关系,善恶转化,9,婚恋姻缘|家庭亲情|战争武略,T03040709,婚恋姻缘|家庭亲情|战争武略|善恶转化,婚恋姻缘 + 家庭亲情 + 战争武略 + 善恶转化,4,3|4|7|9,3,9,1.0,0.0,65.96,婚恋姻缘:姻缘、婚姻、夫妇、夫人、成亲|家庭亲情:兄弟、姐妹、子、父、女|战争武略:将军、将、军、兵、城|善恶转化:改过、招安、投诚、投、改,0,0,1,1,0,0,1,0,1,0,0,0
全量,03006001,武昭关,历史戏,权力关系,战争武略,7,政治权力|家庭亲情,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,1.0,0,20.32,政治权力:王、君臣、关系先验:权力关系、类别先验:历史戏、臣|家庭亲情:子、母子、关系先验:亲属关系、父、母|战争武略:将军、关、将、兵、类别先验:历史戏,0,1,0,1,0,0,1,0,0,0,0,0
全量,03006002,夺小沛,历史戏,冲突关系,战争武略,7,除暴侠义,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,1.0,0.0,32.21,战争武略:战、将军、将、关、军|宗教祥瑞:雷、神、鬼,0,0,0,0,0,1,1,0,0,0,0,0
全量,03006003,白门楼,历史戏,冲突关系,战争武略,7,政治权力|善恶转化,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,1.0,0.0,33.9,政治权力:丞相、宫、关系先验:权力关系、天子、类别先验:历史戏|战争武略:战、将军、关、军、将|善恶转化:归顺、降、归降、归、悔,0,1,0,0,0,0,1,0,1,0,0,0
全量,03006005,叔宝表功,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,1.0,0,24.02,忠义家国:救驾、类别先验:历史戏、关系先验:同盟关系、关系先验:权力关系、义|战争武略:大战、战、将、兵、城,1,0,0,0,0,0,1,0,0,0,0,0
全量,03006006,打登州,历史戏,亲属关系,家庭亲情,4,除暴侠义|恩怨报偿,T040608,家庭亲情|除暴侠义|恩怨报偿,家庭亲情 + 除暴侠义 + 恩怨报偿,3,4|6|8,4,8,1.0,0.0,38.39,家庭亲情:兄弟、母、母亲、娘亲、亲|除暴侠义:寨、英雄、豪杰、山寨、虎|战争武略:城、将、类别先验:历史戏、关系先验:冲突关系、战争|恩怨报偿:仇、恨、报、关系先验:冲突关系、怨,0,0,0,1,0,1,0,1,0,0,0,0
全量,03006007,锤换带,历史戏,亲属关系,家庭亲情,4,战争武略,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,0.833333,0.333333,28.52,家庭亲情:父子、子、父、亲、关系先验:亲属关系|战争武略:战、将、关、阵、大战,0,0,0,1,0,0,1,0,0,0,0,0
全量,03007002,纪母骂刘邦,历史戏,权力关系,政治权力,2,家庭亲情,T0204,政治权力|家庭亲情,政治权力 + 家庭亲情,2,2|4,2,4,1.0,0,28.69,政治权力:金殿、臣、官、王、封侯|家庭亲情:母、亲、太君、关系先验:亲属关系、子,0,1,0,1,0,0,0,0,0,0,0,0
全量,03007003,舌辩封侯,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0,30.54,政治权力:封侯、臣、丞相、皇帝、关系先验:权力关系|战争武略:将军、战、将、军、类别先验:历史戏,0,1,0,0,0,0,1,0,0,0,0,0
全量,03007004,甘宁百骑劫魏营,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0,38.72,政治权力:丞相、天子、关系先验:权力关系、类别先验:历史戏、君臣|战争武略:将军、兵、战、将、军,0,1,0,0,0,0,1,0,0,0,0,0
全量,03007005,十道本,历史戏,权力关系,善恶转化,9,政治权力|战争武略,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,0.436364,0.322222,33.01,政治权力:宫、宫廷、金殿、奏本、关系先验:权力关系|善恶转化:赦免、醒悟、悟、改、归,0,1,0,0,0,0,1,0,1,0,0,0
全量,03007006,选元戎,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,1.0,0.0,36.6,战争武略:元戎、征战、将、兵、将军|文人世情:状元、书、士、才、文,0,0,0,0,0,0,1,0,1,0,0,0
全量,03008001,风雪夺昆仑,历史戏,审判与恩怨关系,公案冤狱,5,政治权力|战争武略,T020507,政治权力|公案冤狱|战争武略,政治权力 + 公案冤狱 + 战争武略,3,2|5|7,2,7,0.666667,1.0,51.23,政治权力:圣旨、王、太师、金殿、天子|公案冤狱:包拯、法场、冤、清官、状|战争武略:将军、将、计、兵、军|恩怨报偿:冤仇、报仇、仇、雪、恨,0,1,0,0,1,0,1,0,0,0,0,0
全量,03008002,珍珠烈火旗,历史戏,冲突关系,战争武略,7,政治权力|恩怨报偿,T020708,政治权力|战争武略|恩怨报偿,政治权力 + 战争武略 + 恩怨报偿,3,2|7|8,2,8,1.0,0.0,44.23,政治权力:丞相、王、朝、关系先验:权力关系、宫|战争武略:将军、战、将、阵、计|恩怨报偿:冤仇、报仇、仇、报、恨|礼教品格:烈、节、烈女、关系先验:亲属关系、孝,0,1,0,0,0,0,1,1,0,0,0,0
全量,03008003,反延安,历史戏,审判与恩怨关系,公案冤狱,5,政治权力|战争武略,T020507,政治权力|公案冤狱|战争武略,政治权力 + 公案冤狱 + 战争武略,3,2|5|7,2,7,1.0,0.0,45.15,政治权力:丞相、王、朝、关系先验:权力关系、臣|公案冤狱:包拯、冤、关系先验:权力关系、审|战争武略:将军、将、兵、兵马、战,0,1,0,0,1,0,1,0,0,0,0,0
全量,03008004,通海沟,历史戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略|善恶转化,T03040709,婚恋姻缘|家庭亲情|战争武略|善恶转化,婚恋姻缘 + 家庭亲情 + 战争武略 + 善恶转化,4,3|4|7|9,3,9,1.0,0,36.89,婚恋姻缘:婚姻、夫妇、姻缘、小姐、夫妻|战争武略:将军、将、战、兵、军|善恶转化:归顺、善、归、归降、关系先验:冲突关系,0,0,1,1,0,0,1,0,1,0,0,0
全量,03009001,黄一刀,江湖戏,婚恋关系,婚恋姻缘,3,家庭亲情,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,0.714286,0.4,34.0,婚恋姻缘:夫妇、妻、配、夫妻、郎|善恶转化:恶、投、降、改,0,0,1,1,0,0,0,0,0,0,0,0
全量,03009002,耒阳县,历史戏,审判与恩怨关系,公案冤狱,5,战争武略|恩怨报偿,T050708,公案冤狱|战争武略|恩怨报偿,公案冤狱 + 战争武略 + 恩怨报偿,3,5|7|8,5,8,0.666667,0.5,31.65,公案冤狱:案、审、状、关系先验:审判与恩怨关系、判|战争武略:将、类别先验:历史戏、军师、战、将军|文人世情:书、才、士、文、园,0,0,0,0,1,0,1,1,0,0,0,0
全量,03009003,千秋岭,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,1.0,0.0,29.97,战争武略:战、将、出兵、大战、兵|善恶转化:归顺、降、善、归、关系先验:冲突关系,0,0,0,0,0,0,1,0,1,0,0,0
全量,03009004,取帅印,历史戏,权力关系,战争武略,7,政治权力|家庭亲情,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,1.0,0.0,32.77,政治权力:金殿、君臣、关系先验:权力关系、朝、臣|家庭亲情:子、亲、父、关系先验:亲属关系、儿|战争武略:军师、将军、将、大战、军,0,1,0,1,0,0,1,0,0,0,0,0
全量,03011003,浣花溪,历史戏,冲突关系,战争武略,7,政治权力|家庭亲情,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,1.0,0.0,45.33,政治权力:朝廷、朝、封侯、关系先验:权力关系、类别先验:历史戏|家庭亲情:女、子、父、亲、关系先验:亲属关系|战争武略:将军、将、兵、军、城|恩怨报偿:恨、恩、报、雪恨、关系先验:亲属关系,0,1,0,1,0,0,1,0,0,0,0,0
全量,03012001,望儿楼,家庭戏,亲属关系,家庭亲情,4,礼教品格|文人世情,T041012,家庭亲情|礼教品格|文人世情,家庭亲情 + 礼教品格 + 文人世情,3,4|10|12,4,12,1.0,0,19.46,政治权力:宫、关系先验:权力关系、类别先验:历史戏、君臣、朝廷|家庭亲情:子、儿、关系先验:亲属关系、女、母|礼教品格:节、孝顺、关系先验:亲属关系、孝|文人世情:楼、灯、文、园,0,0,0,1,0,0,0,0,0,1,0,1
全量,03012002,背楼,家庭戏,亲属关系,家庭亲情,4,政治权力|礼教品格,T020410,政治权力|家庭亲情|礼教品格,政治权力 + 家庭亲情 + 礼教品格,3,2|4|10,2,10,1.0,0.0,27.07,政治权力:朝、关系先验:权力关系、宫廷、圣旨、类别先验:历史戏|家庭亲情:子、儿、母、关系先验:亲属关系、母子|礼教品格:节、孝顺、孝、关系先验:亲属关系、教|文人世情:楼、文、才,0,1,0,1,0,0,0,0,0,1,0,0
全量,03012003,乾坤福寿镜,家庭戏,亲属关系,家庭亲情,4,宗教祥瑞|文人世情,T041112,家庭亲情|宗教祥瑞|文人世情,家庭亲情 + 宗教祥瑞 + 文人世情,3,4|11|12,4,12,0.666667,0.428571,66.63,婚恋姻缘:夫人、妻、成亲、鸳鸯、关系先验:婚恋关系|家庭亲情:母子、子、母亲、母、儿|宗教祥瑞:寿、仙、妖、观音、神|文人世情:状元、士、风流、诗、花园,0,0,0,1,0,0,0,0,0,0,1,1
全量,03013001,渭水河,历史戏,亲属关系,家庭亲情,4,政治权力|战争武略|礼教品格,T02040710,政治权力|家庭亲情|战争武略|礼教品格,政治权力 + 家庭亲情 + 战争武略 + 礼教品格,4,2|4|7|10,2,10,1.0,0,29.04,政治权力:帝、关系先验:权力关系、宫、类别先验:历史戏、王|家庭亲情:母、子、亲、关系先验:亲属关系、儿|战争武略:军、类别先验:历史戏、将、将军、关系先验:权力关系|礼教品格:教、节、关系先验:亲属关系、孝、礼,0,1,0,1,0,0,1,0,0,1,0,0
全量,03013002,查关,家庭戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,26.15,政治权力:朝、帝、关系先验:权力关系、类别先验:历史戏、皇帝|战争武略:征战、关、战、城、类别先验:历史戏,0,1,0,0,0,0,1,0,0,0,0,0
全量,03013003,百寿图,神怪戏,亲属关系,家庭亲情,4,宗教祥瑞,T0411,家庭亲情|宗教祥瑞,家庭亲情 + 宗教祥瑞,2,4|11,4,11,1.0,0.0,26.89,家庭亲情:父母、母、父、子、类别先验:家庭戏|宗教祥瑞:寿、仙、雷、神、佛,0,0,0,1,0,0,0,0,0,0,1,0
全量,03013005,反五侯,历史戏,冲突关系,战争武略,7,家庭亲情|善恶转化,T040709,家庭亲情|战争武略|善恶转化,家庭亲情 + 战争武略 + 善恶转化,3,4|7|9,4,9,1.0,0.0,30.96,家庭亲情:父子、兄弟、子、父、关系先验:亲属关系|战争武略:将军、战、将、军、大战|善恶转化:归降、归、降、归顺、关系先验:冲突关系|礼教品格:孝、节、关系先验:亲属关系、礼、骂,0,0,0,1,0,0,1,0,1,0,0,0
全量,03013006,五龙斗,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.5,0.333333,28.22,政治权力:王、关系先验:权力关系、类别先验:历史戏、朝、官|战争武略:将、战、兵、计、类别先验:历史戏,0,1,0,0,0,0,1,0,0,0,0,0
全量,03013007,高平关,历史戏,冲突关系,战争武略,7,家庭亲情,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,1.0,0.0,27.39,婚恋姻缘:配、夫妻、郎、钗、妻|家庭亲情:子、父子、父、兄弟、关系先验:亲属关系|战争武略:关、将、军、类别先验:历史戏、将军,0,0,0,1,0,0,1,0,0,0,0,0
全量,03013008,打窦瑶,历史戏,权力关系,政治权力,2,家庭亲情,T0204,政治权力|家庭亲情,政治权力 + 家庭亲情,2,2|4,2,4,0.833333,0.333333,32.45,政治权力:臣、王、官、金殿、宫|家庭亲情:子、女、父子、亲、关系先验:亲属关系|公案冤狱:法场、公案、关系先验:权力关系、案,0,1,0,1,0,0,0,0,0,0,0,0
全量,03014001,芦花记,家庭戏,亲属关系,家庭亲情,4,礼教品格,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,1.0,0,26.0,家庭亲情:继母、母、父、子、亲|善恶转化:改过、悔、悟、改、善,0,0,0,1,0,0,0,0,0,1,0,0
全量,03014002,芦花河,神怪戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,1.0,0.0,37.31,婚恋姻缘:姻缘、夫妻、夫人、小姐、成亲|家庭亲情:女、子、父、母、母亲|战争武略:破敌、阵、将军、军师、出兵,0,0,1,1,0,0,1,0,0,0,0,0
全量,03014003,得意缘,江湖戏,亲属关系,家庭亲情,4,婚恋姻缘|除暴侠义,T030406,婚恋姻缘|家庭亲情|除暴侠义,婚恋姻缘 + 家庭亲情 + 除暴侠义,3,3|4|6,3,6,0.857143,0.190476,51.02,婚恋姻缘:夫妻、小姐、婚姻、郎、妻|家庭亲情:骨肉、母亲、母、儿女、父|除暴侠义:绿林、英雄、侠义、虎、山寨,0,0,1,1,0,1,0,0,0,0,0,0
全量,03016001,大回朝,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0,0,23.23,政治权力:丞相、太师、朝、王、臣,0,1,0,0,0,0,1,0,0,0,0,0
全量,03016002,双带箭,历史戏,权力关系,政治权力,2,忠义家国|战争武略,T010207,忠义家国|政治权力|战争武略,忠义家国 + 政治权力 + 战争武略,3,1|2|7,1,7,1.0,0.0,36.57,忠义家国:忠义、义、忠、类别先验:历史戏、关系先验:同盟关系|政治权力:王、圣旨、君臣、金殿、皇帝|婚恋姻缘:妻、夫妻、夫妇、洞房、钗|战争武略:军、兵、计、将军、将,1,1,0,0,0,0,1,0,0,0,0,0
全量,03016003,下河东,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.533333,0.7,33.58,政治权力:权臣、丞相、臣、帝、朝|战争武略:兵、将、军、出兵、战,0,1,0,0,0,0,1,0,0,0,0,0
全量,03016004,白龙关,历史戏,冲突关系,战争武略,7,家庭亲情|恩怨报偿,T040708,家庭亲情|战争武略|恩怨报偿,家庭亲情 + 战争武略 + 恩怨报偿,3,4|7|8,4,8,1.0,0.0,42.93,家庭亲情:子、父、母亲、女、父子|战争武略:兵马、兵、关、将军、战|恩怨报偿:复仇、仇、报仇、报、冤仇,0,0,0,1,0,0,1,1,0,0,0,0
全量,03016005,赛太岁,公案戏,婚恋关系,婚恋姻缘,3,政治权力|家庭亲情|公案冤狱,T02030405,政治权力|婚恋姻缘|家庭亲情|公案冤狱,政治权力 + 婚恋姻缘 + 家庭亲情 + 公案冤狱,4,2|3|4|5,2,5,0.9,0.166667,40.95,政治权力:王、官、关系先验:权力关系、丞相、封侯|婚恋姻缘:夫妻、妻、类别先验:家庭戏、结发、郎|公案冤狱:入狱、狱、冤、审问、案|除暴侠义:盗、强盗、英雄、绿林、豪杰,0,1,1,1,1,0,0,0,0,0,0,0
全量,03017001,反西凉,历史戏,权力关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,32.98,政治权力:天子、丞相、圣旨、关系先验:权力关系、类别先验:历史戏|战争武略:兵、战、将军、军、关,0,1,0,0,0,0,1,0,0,0,0,0
全量,03017002,战渭南,历史戏,冲突关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,38.73,政治权力:丞相、关系先验:权力关系、类别先验:历史戏、封侯、天子|战争武略:战、将军、将、阵、军,0,1,0,0,0,0,1,0,0,0,0,0
全量,03017003,战冀州,历史戏,冲突关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0,0,45.79,战争武略:战、将军、兵、城、将|恩怨报偿:恨、报仇、仇、复仇、报,0,0,0,0,0,0,1,1,0,0,0,0
全量,03017004,赚历城,历史戏,同盟关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0,0,32.86,战争武略:将军、城、兵、将、军|恩怨报偿:恨、报仇、报、仇、冤仇,0,0,0,0,0,0,1,1,0,0,0,0
全量,03017005,葭萌关,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,0.8,0.3,48.01,战争武略:战、将军、军师、关、军|善恶转化:归降、归顺、归、投、投降,0,0,0,0,0,0,1,0,1,0,0,0
全量,03018001,登台笑客,历史戏,同盟关系,战争武略,7,家庭亲情,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,1.0,0.0,39.49,婚恋姻缘:夫人、夫妻、妻|家庭亲情:父、母、子、关系先验:亲属关系、兄弟|战争武略:出兵、退兵、军、兵、将军,0,0,0,1,0,0,1,0,0,0,0,0
全量,03018002,海潮珠,历史戏,权力关系,政治权力,2,战争武略|恩怨报偿|文人世情,T02070812,政治权力|战争武略|恩怨报偿|文人世情,政治权力 + 战争武略 + 恩怨报偿 + 文人世情,4,2|7|8|12,2,12,1.0,0.0,42.57,政治权力:朝、臣、君臣、王、关系先验:权力关系|婚恋姻缘:夫人、妻、夫妻、鸳鸯、关系先验:婚恋关系|恩怨报偿:怨、报、恨、报仇、冤仇|文人世情:士、风流、花园、文、才,0,1,0,0,0,0,1,1,0,0,0,1
全量,03019001,打瓜园,江湖戏,亲属关系,家庭亲情,4,婚恋姻缘|文人世情,T030412,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,3,12,1.0,0.0,33.92,婚恋姻缘:洞房、妻、成亲、夫妻、姻缘|家庭亲情:子、女、关系先验:亲属关系、儿、父子|文人世情:园、才、士、文、诗,0,0,1,1,0,0,0,0,0,0,0,1
全量,03019002,扈家庄,江湖戏,冲突关系,除暴侠义,6,战争武略,T0607,除暴侠义|战争武略,除暴侠义 + 战争武略,2,6|7,6,7,0,0,28.44,除暴侠义:李逵、英雄、林冲、除暴、豪杰|战争武略:战、军、阵、兵、类别先验:历史戏,0,0,0,0,0,1,1,0,0,0,0,0
全量,03019003,金猛关,江湖戏,婚恋关系,战争武略,7,婚恋姻缘|家庭亲情,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,0.945455,0.066667,40.56,婚恋姻缘:婚姻、夫妻、妻、钗、配|战争武略:关、将、战、将军、兵,0,0,1,1,0,0,1,0,0,0,0,0
全量,03019004,取金陵,历史戏,审判与恩怨关系,善恶转化,9,战争武略|恩怨报偿,T070809,战争武略|恩怨报偿|善恶转化,战争武略 + 恩怨报偿 + 善恶转化,3,7|8|9,7,9,1.0,0.0,39.09,战争武略:军、将军、阵、兵、将|恩怨报偿:报仇、仇、报、冤仇、关系先验:冲突关系|善恶转化:归降、投降、降、善、归,0,0,0,0,0,0,1,1,1,0,0,0
全量,03019005,夺太仓,历史戏,冲突关系,战争武略,7,善恶转化,T0709,战争武略|善恶转化,战争武略 + 善恶转化,2,7|9,7,9,1.0,0.0,37.99,家庭亲情:亲、父、女、子、关系先验:亲属关系|战争武略:将军、将、战、兵、阵|善恶转化:归降、降、归、投降、投诚,0,0,0,0,0,0,1,0,1,0,0,0
全量,03020001,孟母三迁,家庭戏,亲属关系,家庭亲情,4,礼教品格,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,1.0,0,21.41,家庭亲情:母、父、母子、子、儿|礼教品格:教、贞、节、教子、类别先验:家庭戏,0,0,0,1,0,0,0,0,0,1,0,0
全量,03020002,游湖阴配,神怪戏,亲属关系,家庭亲情,4,婚恋姻缘|公案冤狱,T030405,婚恋姻缘|家庭亲情|公案冤狱,婚恋姻缘 + 家庭亲情 + 公案冤狱,3,3|4|5,3,5,1.0,0.0,35.12,婚恋姻缘:配、姻缘、小姐、夫妻、类别先验:家庭戏|家庭亲情:母、女、子、类别先验:家庭戏、兄弟|公案冤狱:冤、判、状、关系先验:审判与恩怨关系、告状,0,0,1,1,1,0,0,0,0,0,0,0
全量,03021001,花园赠金,家庭戏,婚恋关系,婚恋姻缘,3,政治权力|文人世情,T020312,政治权力|婚恋姻缘|文人世情,政治权力 + 婚恋姻缘 + 文人世情,3,2|3|12,2,12,1.0,0,20.57,政治权力:丞相、王、官、关系先验:权力关系、帝王|婚恋姻缘:赠金、郎、小姐、配、姻缘|文人世情:花园、园、楼、花、关系先验:婚恋关系,0,1,1,0,0,0,0,0,0,0,0,1
全量,03021002,彩楼配,家庭戏,权力关系,政治权力,2,婚恋姻缘|家庭亲情,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,1.0,0.0,20.54,政治权力:丞相、王、关系先验:权力关系、类别先验:历史戏、官|婚恋姻缘:配、姻缘、赠金、郎,0,1,1,1,0,0,0,0,0,0,0,0
全量,03021003,三击掌,家庭戏,亲属关系,家庭亲情,4,政治权力|礼教品格,T020410,政治权力|家庭亲情|礼教品格,政治权力 + 家庭亲情 + 礼教品格,3,2|4|10,2,10,1.0,0,23.68,政治权力:王、君臣、关系先验:权力关系、天子、圣旨|家庭亲情:父、子、类别先验:家庭戏、母亲、女|善恶转化:悔、投、改|礼教品格:节、类别先验:家庭戏、烈女、孝顺、关系先验:亲属关系,0,1,0,1,0,0,0,0,0,1,0,0
全量,03021004,投军降马,历史戏,同盟关系,善恶转化,9,政治权力|战争武略,T020709,政治权力|战争武略|善恶转化,政治权力 + 战争武略 + 善恶转化,3,2|7|9,2,9,0.6,0.6,27.33,政治权力:王、圣旨、丞相、关系先验:权力关系、类别先验:历史戏|婚恋姻缘:夫人、关系先验:婚恋关系、郎、洞房、小姐|战争武略:军、类别先验:历史戏、将、征战、关系先验:权力关系|善恶转化:降、投、改,0,1,0,0,0,0,1,0,1,0,0,0
