剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,1,78.95,是
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,2,78.95,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,55.1,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,55.1,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,5,71.8,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,6,45.25,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,7,33.15,否
03051006,马陵道【六本】,历史戏,41.36,0.0819,0.3425,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,8,30.0,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,1,67.2,是
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,2,67.2,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,3,47.4,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,4,47.4,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,5,55.1,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,6,27.2,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-052,冲突关系>除暴侠义>中峰型>中峰-中段征战>复仇完成,冲突关系,除暴侠义,中峰型,中峰-中段征战,复仇完成,7,23.15,否
03051007,马陵道【七本】,历史戏,44.88,0.1037,0.3506,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,8,26.0,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,1,62.25,是
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,2,62.25,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,3,45.15,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,4,45.15,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,5,47.0,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,6,41.6,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,7,54.0,否
03051008,马陵道【八本】,历史戏,48.15,0.0971,0.3572,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,8,35.55,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,44.6,是
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,44.6,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,41.9,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,41.9,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-027,权力关系>忠义家国>后峰型>后峰-迟来显义>权力更替,权力关系,忠义家国,后峰型,后峰-迟来显义,权力更替,5,28.85,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,22.0,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,7,14.35,否
03052005,朝金顶,神怪戏,27.6,0.1014,0.144,loop-008,亲属关系>忠义家国>多峰型>多峰-连战递进>名节昭彰,亲属关系,忠义家国,多峰型,多峰-连战递进,名节昭彰,8,13.45,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,79.55,是
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,79.55,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,3,62.0,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,4,62.0,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,5,55.7,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,51.0,否
03053001,打銮驾,公案戏,68.84,0.063,0.2668,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,37.95,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,1,42.3,是
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,2,42.3,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,3,38.7,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,4,38.7,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,5,32.4,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,37.0,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,28.45,否
03053002,铡包勉,公案戏,31.69,0.3264,0.3405,loop-062,审判与恩怨关系>公案冤狱>后峰型>后峰-末端清算>恩情偿还,审判与恩怨关系,公案冤狱,后峰型,后峰-末端清算,恩情偿还,8,30.2,否
03053003,遇皇后,历史戏,24.75,0.3768,0.3881,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,1,77.8,是
03053003,遇皇后,历史戏,24.75,0.3768,0.3881,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,2,77.8,否
03053003,遇皇后,历史戏,24.75,0.3768,0.3881,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,3,62.05,否
03053003,遇皇后,历史戏,24.75,0.3768,0.3881,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,4,62.05,否
03053003,遇皇后,历史戏,24.75,0.3768,0.3881,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,5,59.35,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,81.25,是
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,81.25,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,3,58.75,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,4,58.75,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,5,56.95,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,43.0,否
03053004,打龙袍,历史戏,29.07,0.3003,0.4926,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,7,33.55,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,44.35,是
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,44.35,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,3,41.2,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,4,41.2,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,5,33.1,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,39.0,否
03053005,闹东京,公案戏,44.4,0.0682,0.1683,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,7,27.75,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,1,33.35,是
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,2,33.35,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,3,30.2,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,4,30.2,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,5,24.8,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-062,审判与恩怨关系>公案冤狱>后峰型>后峰-末端清算>恩情偿还,审判与恩怨关系,公案冤狱,后峰型,后峰-末端清算,恩情偿还,6,24.0,否
03053006,双包案,公案戏,25.58,0.221,0.3351,loop-069,审判与恩怨关系>宗教祥瑞>平稳型>平稳-缓升互认>因果报应,审判与恩怨关系,宗教祥瑞,平稳型,平稳-缓升互认,因果报应,7,15.9,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,44.0,是
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,44.0,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,3,35.45,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,4,35.45,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,5,30.95,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-071,审判与恩怨关系>宗教祥瑞>后峰型>后峰-压轴报偿>神佛救度,审判与恩怨关系,宗教祥瑞,后峰型,后峰-压轴报偿,神佛救度,6,23.8,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-064,审判与恩怨关系>恩怨报偿>后峰型>后峰-压轴报偿>恩情偿还,审判与恩怨关系,恩怨报偿,后峰型,后峰-压轴报偿,恩情偿还,7,23.35,否
03053007,神虎报,神怪戏,39.6,0.1286,0.3369,loop-062,审判与恩怨关系>公案冤狱>后峰型>后峰-末端清算>恩情偿还,审判与恩怨关系,公案冤狱,后峰型,后峰-末端清算,恩情偿还,8,22.0,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,1,62.0,是
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,2,62.0,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,46.7,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,46.7,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-029,权力关系>忠义家国>多峰型>多峰-连战递进>权谋败露,权力关系,忠义家国,多峰型,多峰-连战递进,权谋败露,5,34.1,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,38.0,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-008,亲属关系>忠义家国>多峰型>多峰-连战递进>名节昭彰,亲属关系,忠义家国,多峰型,多峰-连战递进,名节昭彰,7,25.85,否
03054001,投刘表,历史戏,34.89,0.2309,0.47,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,8,49.9,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,43.0,是
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,43.0,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,3,29.95,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,4,29.95,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,5,26.35,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,62.6,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,7,32.0,否
03054002,襄阳宴,历史戏,39.53,0.1397,0.527,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,8,53.8,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,49.0,是
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,49.0,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,30.55,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,4,30.55,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,30.55,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,6,45.1,否
03054003,马跳潭溪,历史戏,40.57,0.1093,0.4981,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,7,41.95,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,36.0,是
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,36.0,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,3,26.55,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,4,26.55,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,5,31.75,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,6,22.75,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,7,31.75,否
03054004,水镜庄,历史戏,35.83,0.1397,0.3931,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,8,22.75,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,1,67.75,是
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,2,67.75,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,33.55,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,33.55,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-059,冲突关系>善恶转化>平稳型>平稳-余波消解>敌对消灭,冲突关系,善恶转化,平稳型,平稳-余波消解,敌对消灭,5,33.55,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,6,36.0,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,7,24.75,否
03054005,取樊城,历史戏,36.44,0.143,0.2716,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,8,58.4,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,47.0,是
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,47.0,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,3,32.15,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,4,32.15,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,5,29.0,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,6,44.05,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,7,33.25,否
03054006,徐母骂曹,家庭戏,30.02,0.2309,0.3678,loop-039,同盟关系>战争武略>多峰型>多峰-连战递进>同盟破裂,同盟关系,战争武略,多峰型,多峰-连战递进,同盟破裂,8,38.55,否
